contcod;country;region;bin_year;group;pop;RRinc;totpop
AGO;Angola;Sub-Saharan Africa;1993;1;1.137175;174;11.37175
AGO;Angola;Sub-Saharan Africa;1993;2;1.137175;287;11.37175
AGO;Angola;Sub-Saharan Africa;1993;3;1.137175;373;11.37175
AGO;Angola;Sub-Saharan Africa;1993;4;1.137175;450;11.37175
AGO;Angola;Sub-Saharan Africa;1993;5;1.137175;538;11.37175
AGO;Angola;Sub-Saharan Africa;1993;6;1.137175;653;11.37175
AGO;Angola;Sub-Saharan Africa;1993;7;1.137175;785;11.37175
AGO;Angola;Sub-Saharan Africa;1993;8;1.137175;967;11.37175
AGO;Angola;Sub-Saharan Africa;1993;9;1.137175;1303;11.37175
AGO;Angola;Sub-Saharan Africa;1993;10;1.137175;2528;11.37175
AGO;Angola;Sub-Saharan Africa;1998;1;1.3138265;45;13.138265
AGO;Angola;Sub-Saharan Africa;1998;2;1.3138265;106;13.138265
AGO;Angola;Sub-Saharan Africa;1998;3;1.3138265;174;13.138265
AGO;Angola;Sub-Saharan Africa;1998;4;1.3138265;254;13.138265
AGO;Angola;Sub-Saharan Africa;1998;5;1.3138265;348;13.138265
AGO;Angola;Sub-Saharan Africa;1998;6;1.3138265;467;13.138265
AGO;Angola;Sub-Saharan Africa;1998;7;1.3138265;625;13.138265
AGO;Angola;Sub-Saharan Africa;1998;8;1.3138265;862;13.138265
AGO;Angola;Sub-Saharan Africa;1998;9;1.3138265;1293;13.138265
AGO;Angola;Sub-Saharan Africa;1998;10;1.3138265;3378;13.138265
ALB;Albania;Russia, C. Asia, SE Europe;1998;1;0.3079037;687;3.079037
ALB;Albania;Russia, C. Asia, SE Europe;1998;2;0.3079037;897;3.079037
ALB;Albania;Russia, C. Asia, SE Europe;1998;3;0.3079037;1090;3.079037
ALB;Albania;Russia, C. Asia, SE Europe;1998;4;0.3079037;1275;3.079037
ALB;Albania;Russia, C. Asia, SE Europe;1998;5;0.3079037;1466;3.079037
ALB;Albania;Russia, C. Asia, SE Europe;1998;6;0.3079037;1677;3.079037
ALB;Albania;Russia, C. Asia, SE Europe;1998;7;0.3079037;1926;3.079037
ALB;Albania;Russia, C. Asia, SE Europe;1998;8;0.3079037;2255;3.079037
ALB;Albania;Russia, C. Asia, SE Europe;1998;9;0.3079037;2769;3.079037
ALB;Albania;Russia, C. Asia, SE Europe;1998;10;0.3079037;4126;3.079037
ALB;Albania;Russia, C. Asia, SE Europe;2003;1;0.3106701;644;3.106701
ALB;Albania;Russia, C. Asia, SE Europe;2003;2;0.3106701;838;3.106701
ALB;Albania;Russia, C. Asia, SE Europe;2003;3;0.3106701;1011;3.106701
ALB;Albania;Russia, C. Asia, SE Europe;2003;4;0.3106701;1171;3.106701
ALB;Albania;Russia, C. Asia, SE Europe;2003;5;0.3106701;1332;3.106701
ALB;Albania;Russia, C. Asia, SE Europe;2003;6;0.3106701;1508;3.106701
ALB;Albania;Russia, C. Asia, SE Europe;2003;7;0.3106701;1715;3.106701
ALB;Albania;Russia, C. Asia, SE Europe;2003;8;0.3106701;1986;3.106701
ALB;Albania;Russia, C. Asia, SE Europe;2003;9;0.3106701;2418;3.106701
ALB;Albania;Russia, C. Asia, SE Europe;2003;10;0.3106701;3681;3.106701
ALB;Albania;Russia, C. Asia, SE Europe;2008;1;0.3181397;736;3.181397
ALB;Albania;Russia, C. Asia, SE Europe;2008;2;0.3181397;962;3.181397
ALB;Albania;Russia, C. Asia, SE Europe;2008;3;0.3181397;1162;3.181397
ALB;Albania;Russia, C. Asia, SE Europe;2008;4;0.3181397;1352;3.181397
ALB;Albania;Russia, C. Asia, SE Europe;2008;5;0.3181397;1548;3.181397
ALB;Albania;Russia, C. Asia, SE Europe;2008;6;0.3181397;1759;3.181397
ALB;Albania;Russia, C. Asia, SE Europe;2008;7;0.3181397;2013;3.181397
ALB;Albania;Russia, C. Asia, SE Europe;2008;8;0.3181397;2355;3.181397
ALB;Albania;Russia, C. Asia, SE Europe;2008;9;0.3181397;2927;3.181397
ALB;Albania;Russia, C. Asia, SE Europe;2008;10;0.3181397;6048;3.181397
ARG;Argentina;L. America & Carib.;1988;1;3.172913;1107;31.72913
ARG;Argentina;L. America & Carib.;1988;2;3.172913;1842;31.72913
ARG;Argentina;L. America & Carib.;1988;3;3.172913;2565;31.72913
ARG;Argentina;L. America & Carib.;1988;4;3.172913;3307;31.72913
ARG;Argentina;L. America & Carib.;1988;5;3.172913;4094;31.72913
ARG;Argentina;L. America & Carib.;1988;6;3.172913;4996;31.72913
ARG;Argentina;L. America & Carib.;1988;7;3.172913;6116;31.72913
ARG;Argentina;L. America & Carib.;1988;8;3.172913;7645;31.72913
ARG;Argentina;L. America & Carib.;1988;9;3.172913;10280;31.72913
ARG;Argentina;L. America & Carib.;1988;10;3.172913;22020;31.72913
ARG;Argentina;L. America & Carib.;1993;1;3.3982036;741;33.982036
ARG;Argentina;L. America & Carib.;1993;2;3.3982036;1414;33.982036
ARG;Argentina;L. America & Carib.;1993;3;3.3982036;2063;33.982036
ARG;Argentina;L. America & Carib.;1993;4;3.3982036;2475;33.982036
ARG;Argentina;L. America & Carib.;1993;5;3.3982036;3128;33.982036
ARG;Argentina;L. America & Carib.;1993;6;3.3982036;3874;33.982036
ARG;Argentina;L. America & Carib.;1993;7;3.3982036;4606;33.982036
ARG;Argentina;L. America & Carib.;1993;8;3.3982036;5952;33.982036
ARG;Argentina;L. America & Carib.;1993;9;3.3982036;8146;33.982036
ARG;Argentina;L. America & Carib.;1993;10;3.3982036;16030;33.982036
ARG;Argentina;L. America & Carib.;1998;1;3.613464;485;36.13464
ARG;Argentina;L. America & Carib.;1998;2;3.613464;1079;36.13464
ARG;Argentina;L. America & Carib.;1998;3;3.613464;1523;36.13464
ARG;Argentina;L. America & Carib.;1998;4;3.613464;1994;36.13464
ARG;Argentina;L. America & Carib.;1998;5;3.613464;2552;36.13464
ARG;Argentina;L. America & Carib.;1998;6;3.613464;3209;36.13464
ARG;Argentina;L. America & Carib.;1998;7;3.613464;4378;36.13464
ARG;Argentina;L. America & Carib.;1998;8;3.613464;5139;36.13464
ARG;Argentina;L. America & Carib.;1998;9;3.613464;7818;36.13464
ARG;Argentina;L. America & Carib.;1998;10;3.613464;17145;36.13464
ARG;Argentina;L. America & Carib.;2003;1;3.8001251;248;38.001251
ARG;Argentina;L. America & Carib.;2003;2;3.8001251;621;38.001251
ARG;Argentina;L. America & Carib.;2003;3;3.8001251;953;38.001251
ARG;Argentina;L. America & Carib.;2003;4;3.8001251;1271;38.001251
ARG;Argentina;L. America & Carib.;2003;5;3.8001251;1648;38.001251
ARG;Argentina;L. America & Carib.;2003;6;3.8001251;2124;38.001251
ARG;Argentina;L. America & Carib.;2003;7;3.8001251;2762;38.001251
ARG;Argentina;L. America & Carib.;2003;8;3.8001251;3814;38.001251
ARG;Argentina;L. America & Carib.;2003;9;3.8001251;5372;38.001251
ARG;Argentina;L. America & Carib.;2003;10;3.8001251;13374;38.001251
ARG;Argentina;L. America & Carib.;2008;1;3.9714298;861;39.714298
ARG;Argentina;L. America & Carib.;2008;2;3.9714298;1683;39.714298
ARG;Argentina;L. America & Carib.;2008;3;3.9714298;2479;39.714298
ARG;Argentina;L. America & Carib.;2008;4;3.9714298;3237;39.714298
ARG;Argentina;L. America & Carib.;2008;5;3.9714298;4123;39.714298
ARG;Argentina;L. America & Carib.;2008;6;3.9714298;5081;39.714298
ARG;Argentina;L. America & Carib.;2008;7;3.9714298;6874;39.714298
ARG;Argentina;L. America & Carib.;2008;8;3.9714298;7677;39.714298
ARG;Argentina;L. America & Carib.;2008;9;3.9714298;10972;39.714298
ARG;Argentina;L. America & Carib.;2008;10;3.9714298;21743;39.714298
ARM;Armenia;Russia, C. Asia, SE Europe;1998;1;0.3109101;298;3.109101
ARM;Armenia;Russia, C. Asia, SE Europe;1998;2;0.3109101;428;3.109101
ARM;Armenia;Russia, C. Asia, SE Europe;1998;3;0.3109101;516;3.109101
ARM;Armenia;Russia, C. Asia, SE Europe;1998;4;0.3109101;602;3.109101
ARM;Armenia;Russia, C. Asia, SE Europe;1998;5;0.3109101;693;3.109101
ARM;Armenia;Russia, C. Asia, SE Europe;1998;6;0.3109101;797;3.109101
ARM;Armenia;Russia, C. Asia, SE Europe;1998;7;0.3109101;924;3.109101
ARM;Armenia;Russia, C. Asia, SE Europe;1998;8;0.3109101;1095;3.109101
ARM;Armenia;Russia, C. Asia, SE Europe;1998;9;0.3109101;1377;3.109101
ARM;Armenia;Russia, C. Asia, SE Europe;1998;10;0.3109101;2825;3.109101
ARM;Armenia;Russia, C. Asia, SE Europe;2003;1;0.3060554;368;3.060554
ARM;Armenia;Russia, C. Asia, SE Europe;2003;2;0.3060554;496;3.060554
ARM;Armenia;Russia, C. Asia, SE Europe;2003;3;0.3060554;579;3.060554
ARM;Armenia;Russia, C. Asia, SE Europe;2003;4;0.3060554;659;3.060554
ARM;Armenia;Russia, C. Asia, SE Europe;2003;5;0.3060554;744;3.060554
ARM;Armenia;Russia, C. Asia, SE Europe;2003;6;0.3060554;841;3.060554
ARM;Armenia;Russia, C. Asia, SE Europe;2003;7;0.3060554;960;3.060554
ARM;Armenia;Russia, C. Asia, SE Europe;2003;8;0.3060554;1122;3.060554
ARM;Armenia;Russia, C. Asia, SE Europe;2003;9;0.3060554;1396;3.060554
ARM;Armenia;Russia, C. Asia, SE Europe;2003;10;0.3060554;2918;3.060554
ARM;Armenia;Russia, C. Asia, SE Europe;2008;1;0.3079087;569;3.079087
ARM;Armenia;Russia, C. Asia, SE Europe;2008;2;0.3079087;767;3.079087
ARM;Armenia;Russia, C. Asia, SE Europe;2008;3;0.3079087;907;3.079087
ARM;Armenia;Russia, C. Asia, SE Europe;2008;4;0.3079087;1043;3.079087
ARM;Armenia;Russia, C. Asia, SE Europe;2008;5;0.3079087;1189;3.079087
ARM;Armenia;Russia, C. Asia, SE Europe;2008;6;0.3079087;1350;3.079087
ARM;Armenia;Russia, C. Asia, SE Europe;2008;7;0.3079087;1542;3.079087
ARM;Armenia;Russia, C. Asia, SE Europe;2008;8;0.3079087;1796;3.079087
ARM;Armenia;Russia, C. Asia, SE Europe;2008;9;0.3079087;2192;3.079087
ARM;Armenia;Russia, C. Asia, SE Europe;2008;10;0.3079087;3867;3.079087
AUS;Australia;Mature economies;1988;1;1.65322;2890;16.5322
AUS;Australia;Mature economies;1988;2;1.65322;5284;16.5322
AUS;Australia;Mature economies;1988;3;1.65322;6589;16.5322
AUS;Australia;Mature economies;1988;4;1.65322;7711;16.5322
AUS;Australia;Mature economies;1988;5;1.65322;8904;16.5322
AUS;Australia;Mature economies;1988;6;1.65322;10469;16.5322
AUS;Australia;Mature economies;1988;7;1.65322;12345;16.5322
AUS;Australia;Mature economies;1988;8;1.65322;14849;16.5322
AUS;Australia;Mature economies;1988;9;1.65322;18784;16.5322
AUS;Australia;Mature economies;1988;10;1.65322;28953;16.5322
AUS;Australia;Mature economies;1993;1;1.7667;1792;17.667
AUS;Australia;Mature economies;1993;2;1.7667;4839;17.667
AUS;Australia;Mature economies;1993;3;1.7667;6228;17.667
AUS;Australia;Mature economies;1993;4;1.7667;7416;17.667
AUS;Australia;Mature economies;1993;5;1.7667;8579;17.667
AUS;Australia;Mature economies;1993;6;1.7667;10118;17.667
AUS;Australia;Mature economies;1993;7;1.7667;11966;17.667
AUS;Australia;Mature economies;1993;8;1.7667;14621;17.667
AUS;Australia;Mature economies;1993;9;1.7667;18524;17.667
AUS;Australia;Mature economies;1993;10;1.7667;27652;17.667
AUS;Australia;Mature economies;1998;1;1.8711;3422;18.711
AUS;Australia;Mature economies;1998;2;1.8711;5521;18.711
AUS;Australia;Mature economies;1998;3;1.8711;6779;18.711
AUS;Australia;Mature economies;1998;4;1.8711;7894;18.711
AUS;Australia;Mature economies;1998;5;1.8711;9177;18.711
AUS;Australia;Mature economies;1998;6;1.8711;10636;18.711
AUS;Australia;Mature economies;1998;7;1.8711;12374;18.711
AUS;Australia;Mature economies;1998;8;1.8711;15130;18.711
AUS;Australia;Mature economies;1998;9;1.8711;18903;18.711
AUS;Australia;Mature economies;1998;10;1.8711;30794;18.711
AUS;Australia;Mature economies;2003;1;1.98954;3017;19.8954
AUS;Australia;Mature economies;2003;2;1.98954;5851;19.8954
AUS;Australia;Mature economies;2003;3;1.98954;7065;19.8954
AUS;Australia;Mature economies;2003;4;1.98954;8250;19.8954
AUS;Australia;Mature economies;2003;5;1.98954;9596;19.8954
AUS;Australia;Mature economies;2003;6;1.98954;11196;19.8954
AUS;Australia;Mature economies;2003;7;1.98954;13258;19.8954
AUS;Australia;Mature economies;2003;8;1.98954;15990;19.8954
AUS;Australia;Mature economies;2003;9;1.98954;20006;19.8954
AUS;Australia;Mature economies;2003;10;1.98954;31786;19.8954
AUT;Austria;Mature economies;1988;1;0.7585317;6137;7.585317
AUT;Austria;Mature economies;1988;2;0.7585317;8333;7.585317
AUT;Austria;Mature economies;1988;3;0.7585317;9790;7.585317
AUT;Austria;Mature economies;1988;4;0.7585317;11059;7.585317
AUT;Austria;Mature economies;1988;5;0.7585317;12331;7.585317
AUT;Austria;Mature economies;1988;6;0.7585317;13689;7.585317
AUT;Austria;Mature economies;1988;7;0.7585317;15204;7.585317
AUT;Austria;Mature economies;1988;8;0.7585317;17063;7.585317
AUT;Austria;Mature economies;1988;9;0.7585317;19638;7.585317
AUT;Austria;Mature economies;1988;10;0.7585317;27312;7.585317
AUT;Austria;Mature economies;1993;1;0.7905633;4249;7.905633
AUT;Austria;Mature economies;1993;2;0.7905633;7158;7.905633
AUT;Austria;Mature economies;1993;3;0.7905633;8665;7.905633
AUT;Austria;Mature economies;1993;4;0.7905633;10050;7.905633
AUT;Austria;Mature economies;1993;5;0.7905633;11452;7.905633
AUT;Austria;Mature economies;1993;6;0.7905633;13139;7.905633
AUT;Austria;Mature economies;1993;7;0.7905633;15200;7.905633
AUT;Austria;Mature economies;1993;8;0.7905633;17659;7.905633
AUT;Austria;Mature economies;1993;9;0.7905633;21519;7.905633
AUT;Austria;Mature economies;1993;10;0.7905633;35860;7.905633
AUT;Austria;Mature economies;1998;1;0.7976789;4876;7.976789
AUT;Austria;Mature economies;1998;2;0.7976789;7690;7.976789
AUT;Austria;Mature economies;1998;3;0.7976789;9149;7.976789
AUT;Austria;Mature economies;1998;4;0.7976789;10545;7.976789
AUT;Austria;Mature economies;1998;5;0.7976789;12043;7.976789
AUT;Austria;Mature economies;1998;6;0.7976789;13716;7.976789
AUT;Austria;Mature economies;1998;7;0.7976789;15685;7.976789
AUT;Austria;Mature economies;1998;8;0.7976789;18117;7.976789
AUT;Austria;Mature economies;1998;9;0.7976789;21770;7.976789
AUT;Austria;Mature economies;1998;10;0.7976789;34065;7.976789
AUT;Austria;Mature economies;2003;1;0.8121423;5794;8.121423
AUT;Austria;Mature economies;2003;2;0.8121423;8633;8.121423
AUT;Austria;Mature economies;2003;3;0.8121423;10398;8.121423
AUT;Austria;Mature economies;2003;4;0.8121423;11978;8.121423
AUT;Austria;Mature economies;2003;5;0.8121423;13551;8.121423
AUT;Austria;Mature economies;2003;6;0.8121423;15211;8.121423
AUT;Austria;Mature economies;2003;7;0.8121423;17194;8.121423
AUT;Austria;Mature economies;2003;8;0.8121423;19917;8.121423
AUT;Austria;Mature economies;2003;9;0.8121423;24005;8.121423
AUT;Austria;Mature economies;2003;10;0.8121423;38755;8.121423
AUT;Austria;Mature economies;2008;1;0.8336926;5535;8.336926
AUT;Austria;Mature economies;2008;2;0.8336926;7908;8.336926
AUT;Austria;Mature economies;2008;3;0.8336926;9453;8.336926
AUT;Austria;Mature economies;2008;4;0.8336926;10809;8.336926
AUT;Austria;Mature economies;2008;5;0.8336926;12333;8.336926
AUT;Austria;Mature economies;2008;6;0.8336926;13838;8.336926
AUT;Austria;Mature economies;2008;7;0.8336926;15576;8.336926
AUT;Austria;Mature economies;2008;8;0.8336926;17964;8.336926
AUT;Austria;Mature economies;2008;9;0.8336926;21493;8.336926
AUT;Austria;Mature economies;2008;10;0.8336926;33355;8.336926
AZE;Azerbaijan;Russia, C. Asia, SE Europe;1993;1;0.7495;288;7.495
AZE;Azerbaijan;Russia, C. Asia, SE Europe;1993;2;0.7495;438;7.495
AZE;Azerbaijan;Russia, C. Asia, SE Europe;1993;3;0.7495;565;7.495
AZE;Azerbaijan;Russia, C. Asia, SE Europe;1993;4;0.7495;683;7.495
AZE;Azerbaijan;Russia, C. Asia, SE Europe;1993;5;0.7495;800;7.495
AZE;Azerbaijan;Russia, C. Asia, SE Europe;1993;6;0.7495;926;7.495
AZE;Azerbaijan;Russia, C. Asia, SE Europe;1993;7;0.7495;1074;7.495
AZE;Azerbaijan;Russia, C. Asia, SE Europe;1993;8;0.7495;1269;7.495
AZE;Azerbaijan;Russia, C. Asia, SE Europe;1993;9;0.7495;1592;7.495
AZE;Azerbaijan;Russia, C. Asia, SE Europe;1993;10;0.7495;2830;7.495
AZE;Azerbaijan;Russia, C. Asia, SE Europe;2003;1;0.82341;434;8.2341
AZE;Azerbaijan;Russia, C. Asia, SE Europe;2003;2;0.82341;573;8.2341
AZE;Azerbaijan;Russia, C. Asia, SE Europe;2003;3;0.82341;702;8.2341
AZE;Azerbaijan;Russia, C. Asia, SE Europe;2003;4;0.82341;830;8.2341
AZE;Azerbaijan;Russia, C. Asia, SE Europe;2003;5;0.82341;967;8.2341
AZE;Azerbaijan;Russia, C. Asia, SE Europe;2003;6;0.82341;1118;8.2341
AZE;Azerbaijan;Russia, C. Asia, SE Europe;2003;7;0.82341;1305;8.2341
AZE;Azerbaijan;Russia, C. Asia, SE Europe;2003;8;0.82341;1559;8.2341
AZE;Azerbaijan;Russia, C. Asia, SE Europe;2003;9;0.82341;1989;8.2341
AZE;Azerbaijan;Russia, C. Asia, SE Europe;2003;10;0.82341;3996;8.2341
AZE;Azerbaijan;Russia, C. Asia, SE Europe;2008;1;0.87634;828;8.7634
AZE;Azerbaijan;Russia, C. Asia, SE Europe;2008;2;0.87634;1100;8.7634
AZE;Azerbaijan;Russia, C. Asia, SE Europe;2008;3;0.87634;1339;8.7634
AZE;Azerbaijan;Russia, C. Asia, SE Europe;2008;4;0.87634;1578;8.7634
AZE;Azerbaijan;Russia, C. Asia, SE Europe;2008;5;0.87634;1817;8.7634
AZE;Azerbaijan;Russia, C. Asia, SE Europe;2008;6;0.87634;2082;8.7634
AZE;Azerbaijan;Russia, C. Asia, SE Europe;2008;7;0.87634;2401;8.7634
AZE;Azerbaijan;Russia, C. Asia, SE Europe;2008;8;0.87634;2830;8.7634
AZE;Azerbaijan;Russia, C. Asia, SE Europe;2008;9;0.87634;3549;8.7634
AZE;Azerbaijan;Russia, C. Asia, SE Europe;2008;10;0.87634;6604;8.7634
BDI;Burundi;Sub-Saharan Africa;1993;1;0.5933293;107;5.933293
BDI;Burundi;Sub-Saharan Africa;1993;2;0.5933293;142;5.933293
BDI;Burundi;Sub-Saharan Africa;1993;3;0.5933293;173;5.933293
BDI;Burundi;Sub-Saharan Africa;1993;4;0.5933293;205;5.933293
BDI;Burundi;Sub-Saharan Africa;1993;5;0.5933293;237;5.933293
BDI;Burundi;Sub-Saharan Africa;1993;6;0.5933293;273;5.933293
BDI;Burundi;Sub-Saharan Africa;1993;7;0.5933293;316;5.933293
BDI;Burundi;Sub-Saharan Africa;1993;8;0.5933293;374;5.933293
BDI;Burundi;Sub-Saharan Africa;1993;9;0.5933293;470;5.933293
BDI;Burundi;Sub-Saharan Africa;1993;10;0.5933293;831;5.933293
BDI;Burundi;Sub-Saharan Africa;1998;1;0.6223515;53;6.223515
BDI;Burundi;Sub-Saharan Africa;1998;2;0.6223515;97;6.223515
BDI;Burundi;Sub-Saharan Africa;1998;3;0.6223515;133;6.223515
BDI;Burundi;Sub-Saharan Africa;1998;4;0.6223515;168;6.223515
BDI;Burundi;Sub-Saharan Africa;1998;5;0.6223515;202;6.223515
BDI;Burundi;Sub-Saharan Africa;1998;6;0.6223515;240;6.223515
BDI;Burundi;Sub-Saharan Africa;1998;7;0.6223515;284;6.223515
BDI;Burundi;Sub-Saharan Africa;1998;8;0.6223515;342;6.223515
BDI;Burundi;Sub-Saharan Africa;1998;9;0.6223515;441;6.223515
BDI;Burundi;Sub-Saharan Africa;1998;10;0.6223515;959;6.223515
BDI;Burundi;Sub-Saharan Africa;2008;1;0.7943385;144;7.943385
BDI;Burundi;Sub-Saharan Africa;2008;2;0.7943385;168;7.943385
BDI;Burundi;Sub-Saharan Africa;2008;3;0.7943385;193;7.943385
BDI;Burundi;Sub-Saharan Africa;2008;4;0.7943385;220;7.943385
BDI;Burundi;Sub-Saharan Africa;2008;5;0.7943385;250;7.943385
BDI;Burundi;Sub-Saharan Africa;2008;6;0.7943385;286;7.943385
BDI;Burundi;Sub-Saharan Africa;2008;7;0.7943385;332;7.943385
BDI;Burundi;Sub-Saharan Africa;2008;8;0.7943385;398;7.943385
BDI;Burundi;Sub-Saharan Africa;2008;9;0.7943385;511;7.943385
BDI;Burundi;Sub-Saharan Africa;2008;10;0.7943385;974;7.943385
BEL;Belgium;Mature economies;1988;1;0.9901664;3753;9.901664
BEL;Belgium;Mature economies;1988;2;0.9901664;5470;9.901664
BEL;Belgium;Mature economies;1988;3;0.9901664;6405;9.901664
BEL;Belgium;Mature economies;1988;4;0.9901664;7332;9.901664
BEL;Belgium;Mature economies;1988;5;0.9901664;8237;9.901664
BEL;Belgium;Mature economies;1988;6;0.9901664;9132;9.901664
BEL;Belgium;Mature economies;1988;7;0.9901664;10195;9.901664
BEL;Belgium;Mature economies;1988;8;0.9901664;11596;9.901664
BEL;Belgium;Mature economies;1988;9;0.9901664;13755;9.901664
BEL;Belgium;Mature economies;1988;10;0.9901664;20652;9.901664
BEL;Belgium;Mature economies;1993;1;1.0084475;4307;10.084475
BEL;Belgium;Mature economies;1993;2;1.0084475;6595;10.084475
BEL;Belgium;Mature economies;1993;3;1.0084475;8037;10.084475
BEL;Belgium;Mature economies;1993;4;1.0084475;9252;10.084475
BEL;Belgium;Mature economies;1993;5;1.0084475;10353;10.084475
BEL;Belgium;Mature economies;1993;6;1.0084475;11561;10.084475
BEL;Belgium;Mature economies;1993;7;1.0084475;13039;10.084475
BEL;Belgium;Mature economies;1993;8;1.0084475;14808;10.084475
BEL;Belgium;Mature economies;1993;9;1.0084475;17857;10.084475
BEL;Belgium;Mature economies;1993;10;1.0084475;28315;10.084475
BEL;Belgium;Mature economies;1998;1;1.0203008;4990;10.203008
BEL;Belgium;Mature economies;1998;2;1.0203008;7541;10.203008
BEL;Belgium;Mature economies;1998;3;1.0203008;8966;10.203008
BEL;Belgium;Mature economies;1998;4;1.0203008;10254;10.203008
BEL;Belgium;Mature economies;1998;5;1.0203008;11403;10.203008
BEL;Belgium;Mature economies;1998;6;1.0203008;12772;10.203008
BEL;Belgium;Mature economies;1998;7;1.0203008;14260;10.203008
BEL;Belgium;Mature economies;1998;8;1.0203008;16631;10.203008
BEL;Belgium;Mature economies;1998;9;1.0203008;19745;10.203008
BEL;Belgium;Mature economies;1998;10;1.0203008;41538;10.203008
BEL;Belgium;Mature economies;2003;1;1.0376133;5016;10.376133
BEL;Belgium;Mature economies;2003;2;1.0376133;7477;10.376133
BEL;Belgium;Mature economies;2003;3;1.0376133;9000;10.376133
BEL;Belgium;Mature economies;2003;4;1.0376133;10244;10.376133
BEL;Belgium;Mature economies;2003;5;1.0376133;11552;10.376133
BEL;Belgium;Mature economies;2003;6;1.0376133;12999;10.376133
BEL;Belgium;Mature economies;2003;7;1.0376133;14727;10.376133
BEL;Belgium;Mature economies;2003;8;1.0376133;17086;10.376133
BEL;Belgium;Mature economies;2003;9;1.0376133;20481;10.376133
BEL;Belgium;Mature economies;2003;10;1.0376133;34750;10.376133
BEL;Belgium;Mature economies;2008;1;1.0709973;4546;10.709973
BEL;Belgium;Mature economies;2008;2;1.0709973;6870;10.709973
BEL;Belgium;Mature economies;2008;3;1.0709973;8388;10.709973
BEL;Belgium;Mature economies;2008;4;1.0709973;9657;10.709973
BEL;Belgium;Mature economies;2008;5;1.0709973;10855;10.709973
BEL;Belgium;Mature economies;2008;6;1.0709973;12185;10.709973
BEL;Belgium;Mature economies;2008;7;1.0709973;13691;10.709973
BEL;Belgium;Mature economies;2008;8;1.0709973;15577;10.709973
BEL;Belgium;Mature economies;2008;9;1.0709973;18679;10.709973
BEL;Belgium;Mature economies;2008;10;1.0709973;30173;10.709973
BEN;Benin;Sub-Saharan Africa;2003;1;0.7164976;190;7.164976
BEN;Benin;Sub-Saharan Africa;2003;2;0.7164976;253;7.164976
BEN;Benin;Sub-Saharan Africa;2003;3;0.7164976;313;7.164976
BEN;Benin;Sub-Saharan Africa;2003;4;0.7164976;374;7.164976
BEN;Benin;Sub-Saharan Africa;2003;5;0.7164976;439;7.164976
BEN;Benin;Sub-Saharan Africa;2003;6;0.7164976;513;7.164976
BEN;Benin;Sub-Saharan Africa;2003;7;0.7164976;603;7.164976
BEN;Benin;Sub-Saharan Africa;2003;8;0.7164976;728;7.164976
BEN;Benin;Sub-Saharan Africa;2003;9;0.7164976;942;7.164976
BEN;Benin;Sub-Saharan Africa;2003;10;0.7164976;1978;7.164976
BFA;Burkina Faso;Sub-Saharan Africa;1993;1;1.0118634;110;10.118634
BFA;Burkina Faso;Sub-Saharan Africa;1993;2;1.0118634;141;10.118634
BFA;Burkina Faso;Sub-Saharan Africa;1993;3;1.0118634;174;10.118634
BFA;Burkina Faso;Sub-Saharan Africa;1993;4;1.0118634;213;10.118634
BFA;Burkina Faso;Sub-Saharan Africa;1993;5;1.0118634;260;10.118634
BFA;Burkina Faso;Sub-Saharan Africa;1993;6;1.0118634;317;10.118634
BFA;Burkina Faso;Sub-Saharan Africa;1993;7;1.0118634;395;10.118634
BFA;Burkina Faso;Sub-Saharan Africa;1993;8;1.0118634;508;10.118634
BFA;Burkina Faso;Sub-Saharan Africa;1993;9;1.0118634;717;10.118634
BFA;Burkina Faso;Sub-Saharan Africa;1993;10;1.0118634;2061;10.118634
BFA;Burkina Faso;Sub-Saharan Africa;1998;1;1.1621159;121;11.621159
BFA;Burkina Faso;Sub-Saharan Africa;1998;2;1.1621159;174;11.621159
BFA;Burkina Faso;Sub-Saharan Africa;1998;3;1.1621159;212;11.621159
BFA;Burkina Faso;Sub-Saharan Africa;1998;4;1.1621159;251;11.621159
BFA;Burkina Faso;Sub-Saharan Africa;1998;5;1.1621159;295;11.621159
BFA;Burkina Faso;Sub-Saharan Africa;1998;6;1.1621159;348;11.621159
BFA;Burkina Faso;Sub-Saharan Africa;1998;7;1.1621159;414;11.621159
BFA;Burkina Faso;Sub-Saharan Africa;1998;8;1.1621159;511;11.621159
BFA;Burkina Faso;Sub-Saharan Africa;1998;9;1.1621159;684;11.621159
BFA;Burkina Faso;Sub-Saharan Africa;1998;10;1.1621159;1994;11.621159
BFA;Burkina Faso;Sub-Saharan Africa;2003;1;1.3395599;169;13.395599
BFA;Burkina Faso;Sub-Saharan Africa;2003;2;1.3395599;222;13.395599
BFA;Burkina Faso;Sub-Saharan Africa;2003;3;1.3395599;273;13.395599
BFA;Burkina Faso;Sub-Saharan Africa;2003;4;1.3395599;325;13.395599
BFA;Burkina Faso;Sub-Saharan Africa;2003;5;1.3395599;381;13.395599
BFA;Burkina Faso;Sub-Saharan Africa;2003;6;1.3395599;446;13.395599
BFA;Burkina Faso;Sub-Saharan Africa;2003;7;1.3395599;525;13.395599
BFA;Burkina Faso;Sub-Saharan Africa;2003;8;1.3395599;635;13.395599
BFA;Burkina Faso;Sub-Saharan Africa;2003;9;1.3395599;823;13.395599
BFA;Burkina Faso;Sub-Saharan Africa;2003;10;1.3395599;1823;13.395599
