contcod;country;region;bin_year;group;pop;RRinc;totpop
EGY;Egypt, Arab Rep.;M. East & N. Africa;1998;5;6.53092;1003;65.3092
EGY;Egypt, Arab Rep.;M. East & N. Africa;1998;6;6.53092;1128;65.3092
EGY;Egypt, Arab Rep.;M. East & N. Africa;1998;7;6.53092;1284;65.3092
EGY;Egypt, Arab Rep.;M. East & N. Africa;1998;8;6.53092;1496;65.3092
EGY;Egypt, Arab Rep.;M. East & N. Africa;1998;9;6.53092;1852;65.3092
EGY;Egypt, Arab Rep.;M. East & N. Africa;1998;10;6.53092;3815;65.3092
EGY;Egypt, Arab Rep.;M. East & N. Africa;2003;1;7.1498433;520;71.498433
EGY;Egypt, Arab Rep.;M. East & N. Africa;2003;2;7.1498433;690;71.498433
EGY;Egypt, Arab Rep.;M. East & N. Africa;2003;3;7.1498433;799;71.498433
EGY;Egypt, Arab Rep.;M. East & N. Africa;2003;4;7.1498433;907;71.498433
EGY;Egypt, Arab Rep.;M. East & N. Africa;2003;5;7.1498433;1019;71.498433
EGY;Egypt, Arab Rep.;M. East & N. Africa;2003;6;7.1498433;1148;71.498433
EGY;Egypt, Arab Rep.;M. East & N. Africa;2003;7;7.1498433;1304;71.498433
EGY;Egypt, Arab Rep.;M. East & N. Africa;2003;8;7.1498433;1516;71.498433
EGY;Egypt, Arab Rep.;M. East & N. Africa;2003;9;7.1498433;1869;71.498433
EGY;Egypt, Arab Rep.;M. East & N. Africa;2003;10;7.1498433;3729;71.498433
EGY;Egypt, Arab Rep.;M. East & N. Africa;2008;1;7.8323298;542;78.323298
EGY;Egypt, Arab Rep.;M. East & N. Africa;2008;2;7.8323298;722;78.323298
EGY;Egypt, Arab Rep.;M. East & N. Africa;2008;3;7.8323298;837;78.323298
EGY;Egypt, Arab Rep.;M. East & N. Africa;2008;4;7.8323298;944;78.323298
EGY;Egypt, Arab Rep.;M. East & N. Africa;2008;5;7.8323298;1056;78.323298
EGY;Egypt, Arab Rep.;M. East & N. Africa;2008;6;7.8323298;1184;78.323298
EGY;Egypt, Arab Rep.;M. East & N. Africa;2008;7;7.8323298;1335;78.323298
EGY;Egypt, Arab Rep.;M. East & N. Africa;2008;8;7.8323298;1542;78.323298
EGY;Egypt, Arab Rep.;M. East & N. Africa;2008;9;7.8323298;1883;78.323298
EGY;Egypt, Arab Rep.;M. East & N. Africa;2008;10;7.8323298;3637;78.323298
ESP;Spain;Mature economies;1988;1;3.8715848;1989;38.715848
ESP;Spain;Mature economies;1988;2;3.8715848;3320;38.715848
ESP;Spain;Mature economies;1988;3;3.8715848;4090;38.715848
ESP;Spain;Mature economies;1988;4;3.8715848;4768;38.715848
ESP;Spain;Mature economies;1988;5;3.8715848;5534;38.715848
ESP;Spain;Mature economies;1988;6;3.8715848;6382;38.715848
ESP;Spain;Mature economies;1988;7;3.8715848;7340;38.715848
ESP;Spain;Mature economies;1988;8;3.8715848;8566;38.715848
ESP;Spain;Mature economies;1988;9;3.8715848;10586;38.715848
ESP;Spain;Mature economies;1988;10;3.8715848;17723;38.715848
ESP;Spain;Mature economies;1993;1;3.91894;1606;39.1894
ESP;Spain;Mature economies;1993;2;3.91894;3572;39.1894
ESP;Spain;Mature economies;1993;3;3.91894;4611;39.1894
ESP;Spain;Mature economies;1993;4;3.91894;5523;39.1894
ESP;Spain;Mature economies;1993;5;3.91894;6531;39.1894
ESP;Spain;Mature economies;1993;6;3.91894;7632;39.1894
ESP;Spain;Mature economies;1993;7;3.91894;8979;39.1894
ESP;Spain;Mature economies;1993;8;3.91894;10745;39.1894
ESP;Spain;Mature economies;1993;9;3.91894;13817;39.1894
ESP;Spain;Mature economies;1993;10;3.91894;24049;39.1894
ESP;Spain;Mature economies;1998;1;3.9721108;2816;39.721108
ESP;Spain;Mature economies;1998;2;3.9721108;4822;39.721108
ESP;Spain;Mature economies;1998;3;3.9721108;6039;39.721108
ESP;Spain;Mature economies;1998;4;3.9721108;7224;39.721108
ESP;Spain;Mature economies;1998;5;3.9721108;8343;39.721108
ESP;Spain;Mature economies;1998;6;3.9721108;9695;39.721108
ESP;Spain;Mature economies;1998;7;3.9721108;11286;39.721108
ESP;Spain;Mature economies;1998;8;3.9721108;13423;39.721108
ESP;Spain;Mature economies;1998;9;3.9721108;16898;39.721108
ESP;Spain;Mature economies;1998;10;3.9721108;29216;39.721108
ESP;Spain;Mature economies;2003;1;4.2004522;2303;42.004522
ESP;Spain;Mature economies;2003;2;4.2004522;4374;42.004522
ESP;Spain;Mature economies;2003;3;4.2004522;5627;42.004522
ESP;Spain;Mature economies;2003;4;4.2004522;6785;42.004522
ESP;Spain;Mature economies;2003;5;4.2004522;7877;42.004522
ESP;Spain;Mature economies;2003;6;4.2004522;9119;42.004522
ESP;Spain;Mature economies;2003;7;4.2004522;10719;42.004522
ESP;Spain;Mature economies;2003;8;4.2004522;12751;42.004522
ESP;Spain;Mature economies;2003;9;4.2004522;15849;42.004522
ESP;Spain;Mature economies;2003;10;4.2004522;26695;42.004522
ESP;Spain;Mature economies;2008;1;4.5555716;2966;45.555716
ESP;Spain;Mature economies;2008;2;4.5555716;5078;45.555716
ESP;Spain;Mature economies;2008;3;4.5555716;6442;45.555716
ESP;Spain;Mature economies;2008;4;4.5555716;7638;45.555716
ESP;Spain;Mature economies;2008;5;4.5555716;8816;45.555716
ESP;Spain;Mature economies;2008;6;4.5555716;10130;45.555716
ESP;Spain;Mature economies;2008;7;4.5555716;11642;45.555716
ESP;Spain;Mature economies;2008;8;4.5555716;13458;45.555716
ESP;Spain;Mature economies;2008;9;4.5555716;16225;45.555716
ESP;Spain;Mature economies;2008;10;4.5555716;24857;45.555716
EST;Estonia;Mature economies;1988;1;0.15619;2188;1.5619
EST;Estonia;Mature economies;1988;2;0.15619;3016;1.5619
EST;Estonia;Mature economies;1988;3;0.15619;3584;1.5619
EST;Estonia;Mature economies;1988;4;0.15619;4121;1.5619
EST;Estonia;Mature economies;1988;5;0.15619;4647;1.5619
EST;Estonia;Mature economies;1988;6;0.15619;5210;1.5619
EST;Estonia;Mature economies;1988;7;0.15619;5809;1.5619
EST;Estonia;Mature economies;1988;8;0.15619;6507;1.5619
EST;Estonia;Mature economies;1988;9;0.15619;7424;1.5619
EST;Estonia;Mature economies;1988;10;0.15619;9591;1.5619
EST;Estonia;Mature economies;1993;1;0.1494128;822;1.494128
EST;Estonia;Mature economies;1993;2;0.1494128;1285;1.494128
EST;Estonia;Mature economies;1993;3;0.1494128;1614;1.494128
EST;Estonia;Mature economies;1993;4;0.1494128;1939;1.494128
EST;Estonia;Mature economies;1993;5;0.1494128;2291;1.494128
EST;Estonia;Mature economies;1993;6;0.1494128;2689;1.494128
EST;Estonia;Mature economies;1993;7;0.1494128;3179;1.494128
EST;Estonia;Mature economies;1993;8;0.1494128;3836;1.494128
EST;Estonia;Mature economies;1993;9;0.1494128;4911;1.494128
EST;Estonia;Mature economies;1993;10;0.1494128;10305;1.494128
EST;Estonia;Mature economies;1998;1;0.1386156;1052;1.386156
EST;Estonia;Mature economies;1998;2;0.1386156;1739;1.386156
EST;Estonia;Mature economies;1998;3;0.1386156;2048;1.386156
EST;Estonia;Mature economies;1998;4;0.1386156;2283;1.386156
EST;Estonia;Mature economies;1998;5;0.1386156;2527;1.386156
EST;Estonia;Mature economies;1998;6;0.1386156;2868;1.386156
EST;Estonia;Mature economies;1998;7;0.1386156;3379;1.386156
EST;Estonia;Mature economies;1998;8;0.1386156;4097;1.386156
EST;Estonia;Mature economies;1998;9;0.1386156;5216;1.386156
EST;Estonia;Mature economies;1998;10;0.1386156;9598;1.386156
EST;Estonia;Mature economies;2008;1;0.1340675;1939;1.340675
EST;Estonia;Mature economies;2008;2;0.1340675;3089;1.340675
EST;Estonia;Mature economies;2008;3;0.1340675;3802;1.340675
EST;Estonia;Mature economies;2008;4;0.1340675;4340;1.340675
EST;Estonia;Mature economies;2008;5;0.1340675;4944;1.340675
EST;Estonia;Mature economies;2008;6;0.1340675;5605;1.340675
EST;Estonia;Mature economies;2008;7;0.1340675;6490;1.340675
EST;Estonia;Mature economies;2008;8;0.1340675;7704;1.340675
EST;Estonia;Mature economies;2008;9;0.1340675;9311;1.340675
EST;Estonia;Mature economies;2008;10;0.1340675;14287;1.340675
ETH;Ethiopia;Sub-Saharan Africa;1993;1;5.3502212;162;53.502212
ETH;Ethiopia;Sub-Saharan Africa;1993;2;5.3502212;229;53.502212
ETH;Ethiopia;Sub-Saharan Africa;1993;3;5.3502212;274;53.502212
ETH;Ethiopia;Sub-Saharan Africa;1993;4;5.3502212;318;53.502212
ETH;Ethiopia;Sub-Saharan Africa;1993;5;5.3502212;366;53.502212
ETH;Ethiopia;Sub-Saharan Africa;1993;6;5.3502212;421;53.502212
ETH;Ethiopia;Sub-Saharan Africa;1993;7;5.3502212;490;53.502212
ETH;Ethiopia;Sub-Saharan Africa;1993;8;5.3502212;587;53.502212
ETH;Ethiopia;Sub-Saharan Africa;1993;9;5.3502212;755;53.502212
ETH;Ethiopia;Sub-Saharan Africa;1993;10;5.3502212;1842;53.502212
ETH;Ethiopia;Sub-Saharan Africa;1998;1;6.2174172;198;62.174172
ETH;Ethiopia;Sub-Saharan Africa;1998;2;6.2174172;271;62.174172
ETH;Ethiopia;Sub-Saharan Africa;1998;3;6.2174172;317;62.174172
ETH;Ethiopia;Sub-Saharan Africa;1998;4;6.2174172;359;62.174172
ETH;Ethiopia;Sub-Saharan Africa;1998;5;6.2174172;404;62.174172
ETH;Ethiopia;Sub-Saharan Africa;1998;6;6.2174172;453;62.174172
ETH;Ethiopia;Sub-Saharan Africa;1998;7;6.2174172;513;62.174172
ETH;Ethiopia;Sub-Saharan Africa;1998;8;6.2174172;590;62.174172
ETH;Ethiopia;Sub-Saharan Africa;1998;9;6.2174172;717;62.174172
ETH;Ethiopia;Sub-Saharan Africa;1998;10;6.2174172;1303;62.174172
ETH;Ethiopia;Sub-Saharan Africa;2003;1;7.0784012;250;70.784012
ETH;Ethiopia;Sub-Saharan Africa;2003;2;7.0784012;321;70.784012
ETH;Ethiopia;Sub-Saharan Africa;2003;3;7.0784012;381;70.784012
ETH;Ethiopia;Sub-Saharan Africa;2003;4;7.0784012;435;70.784012
ETH;Ethiopia;Sub-Saharan Africa;2003;5;7.0784012;489;70.784012
ETH;Ethiopia;Sub-Saharan Africa;2003;6;7.0784012;546;70.784012
ETH;Ethiopia;Sub-Saharan Africa;2003;7;7.0784012;613;70.784012
ETH;Ethiopia;Sub-Saharan Africa;2003;8;7.0784012;703;70.784012
ETH;Ethiopia;Sub-Saharan Africa;2003;9;7.0784012;850;70.784012
ETH;Ethiopia;Sub-Saharan Africa;2003;10;7.0784012;1581;70.784012
FIN;Finland;Mature economies;1988;1;0.4946481;4095;4.946481
FIN;Finland;Mature economies;1988;2;0.4946481;5729;4.946481
FIN;Finland;Mature economies;1988;3;0.4946481;6629;4.946481
FIN;Finland;Mature economies;1988;4;0.4946481;7408;4.946481
FIN;Finland;Mature economies;1988;5;0.4946481;8168;4.946481
FIN;Finland;Mature economies;1988;6;0.4946481;8953;4.946481
FIN;Finland;Mature economies;1988;7;0.4946481;9909;4.946481
FIN;Finland;Mature economies;1988;8;0.4946481;11112;4.946481
FIN;Finland;Mature economies;1988;9;0.4946481;12873;4.946481
FIN;Finland;Mature economies;1988;10;0.4946481;17806;4.946481
FIN;Finland;Mature economies;1993;1;0.5066447;4667;5.066447
FIN;Finland;Mature economies;1993;2;0.5066447;6526;5.066447
FIN;Finland;Mature economies;1993;3;0.5066447;7494;5.066447
FIN;Finland;Mature economies;1993;4;0.5066447;8343;5.066447
FIN;Finland;Mature economies;1993;5;0.5066447;9190;5.066447
FIN;Finland;Mature economies;1993;6;0.5066447;10130;5.066447
FIN;Finland;Mature economies;1993;7;0.5066447;11229;5.066447
FIN;Finland;Mature economies;1993;8;0.5066447;12723;5.066447
FIN;Finland;Mature economies;1993;9;0.5066447;14851;5.066447
FIN;Finland;Mature economies;1993;10;0.5066447;20764;5.066447
FIN;Finland;Mature economies;1998;1;0.5153498;4408;5.153498
FIN;Finland;Mature economies;1998;2;0.5153498;6045;5.153498
FIN;Finland;Mature economies;1998;3;0.5153498;7048;5.153498
FIN;Finland;Mature economies;1998;4;0.5153498;7946;5.153498
FIN;Finland;Mature economies;1998;5;0.5153498;8898;5.153498
FIN;Finland;Mature economies;1998;6;0.5153498;9898;5.153498
FIN;Finland;Mature economies;1998;7;0.5153498;11098;5.153498
FIN;Finland;Mature economies;1998;8;0.5153498;12765;5.153498
FIN;Finland;Mature economies;1998;9;0.5153498;15203;5.153498
FIN;Finland;Mature economies;1998;10;0.5153498;24764;5.153498
FIN;Finland;Mature economies;2003;1;0.5213014;4972;5.213014
FIN;Finland;Mature economies;2003;2;0.5213014;7115;5.213014
FIN;Finland;Mature economies;2003;3;0.5213014;8379;5.213014
FIN;Finland;Mature economies;2003;4;0.5213014;9387;5.213014
FIN;Finland;Mature economies;2003;5;0.5213014;10433;5.213014
FIN;Finland;Mature economies;2003;6;0.5213014;11671;5.213014
FIN;Finland;Mature economies;2003;7;0.5213014;13259;5.213014
FIN;Finland;Mature economies;2003;8;0.5213014;15284;5.213014
FIN;Finland;Mature economies;2003;9;0.5213014;18301;5.213014
FIN;Finland;Mature economies;2003;10;0.5213014;29930;5.213014
FIN;Finland;Mature economies;2008;1;0.5313399;4874;5.313399
FIN;Finland;Mature economies;2008;2;0.5313399;7046;5.313399
FIN;Finland;Mature economies;2008;3;0.5313399;8352;5.313399
FIN;Finland;Mature economies;2008;4;0.5313399;9435;5.313399
FIN;Finland;Mature economies;2008;5;0.5313399;10579;5.313399
FIN;Finland;Mature economies;2008;6;0.5313399;11821;5.313399
FIN;Finland;Mature economies;2008;7;0.5313399;13307;5.313399
FIN;Finland;Mature economies;2008;8;0.5313399;15245;5.313399
FIN;Finland;Mature economies;2008;9;0.5313399;18257;5.313399
FIN;Finland;Mature economies;2008;10;0.5313399;29462;5.313399
FJI;Fiji;Other Asia;2003;1;0.0817339;166;0.817339
FJI;Fiji;Other Asia;2003;2;0.0817339;283;0.817339
FJI;Fiji;Other Asia;2003;3;0.0817339;405;0.817339
FJI;Fiji;Other Asia;2003;4;0.0817339;533;0.817339
FJI;Fiji;Other Asia;2003;5;0.0817339;674;0.817339
FJI;Fiji;Other Asia;2003;6;0.0817339;839;0.817339
FJI;Fiji;Other Asia;2003;7;0.0817339;1047;0.817339
FJI;Fiji;Other Asia;2003;8;0.0817339;1338;0.817339
FJI;Fiji;Other Asia;2003;9;0.0817339;1841;0.817339
FJI;Fiji;Other Asia;2003;10;0.0817339;3791;0.817339
FJI;Fiji;Other Asia;2008;1;0.0843651;447;0.843651
FJI;Fiji;Other Asia;2008;2;0.0843651;602;0.843651
FJI;Fiji;Other Asia;2008;3;0.0843651;755;0.843651
FJI;Fiji;Other Asia;2008;4;0.0843651;915;0.843651
FJI;Fiji;Other Asia;2008;5;0.0843651;1090;0.843651
FJI;Fiji;Other Asia;2008;6;0.0843651;1291;0.843651
FJI;Fiji;Other Asia;2008;7;0.0843651;1540;0.843651
FJI;Fiji;Other Asia;2008;8;0.0843651;1890;0.843651
FJI;Fiji;Other Asia;2008;9;0.0843651;2491;0.843651
FJI;Fiji;Other Asia;2008;10;0.0843651;5900;0.843651
FRA;France;Mature economies;1988;1;5.7668932;2437;57.668932
FRA;France;Mature economies;1988;2;5.7668932;5036;57.668932
FRA;France;Mature economies;1988;3;5.7668932;6206;57.668932
FRA;France;Mature economies;1988;4;5.7668932;7389;57.668932
FRA;France;Mature economies;1988;5;5.7668932;8542;57.668932
FRA;France;Mature economies;1988;6;5.7668932;9790;57.668932
FRA;France;Mature economies;1988;7;5.7668932;11236;57.668932
FRA;France;Mature economies;1988;8;5.7668932;13195;57.668932
FRA;France;Mature economies;1988;9;5.7668932;16274;57.668932
FRA;France;Mature economies;1988;10;5.7668932;26635;57.668932
FRA;France;Mature economies;1993;1;5.9065592;3819;59.065592
FRA;France;Mature economies;1993;2;5.9065592;6138;59.065592
FRA;France;Mature economies;1993;3;5.9065592;7862;59.065592
FRA;France;Mature economies;1993;4;5.9065592;9421;59.065592
FRA;France;Mature economies;1993;5;5.9065592;10993;59.065592
FRA;France;Mature economies;1993;6;5.9065592;12704;59.065592
FRA;France;Mature economies;1993;7;5.9065592;14559;59.065592
FRA;France;Mature economies;1993;8;5.9065592;17023;59.065592
FRA;France;Mature economies;1993;9;5.9065592;20611;59.065592
FRA;France;Mature economies;1993;10;5.9065592;34649;59.065592
FRA;France;Mature economies;1998;1;6.0299148;4018;60.299148
FRA;France;Mature economies;1998;2;6.0299148;6034;60.299148
FRA;France;Mature economies;1998;3;6.0299148;7344;60.299148
FRA;France;Mature economies;1998;4;6.0299148;8568;60.299148
FRA;France;Mature economies;1998;5;6.0299148;9882;60.299148
FRA;France;Mature economies;1998;6;6.0299148;11290;60.299148
FRA;France;Mature economies;1998;7;6.0299148;12948;60.299148
FRA;France;Mature economies;1998;8;6.0299148;15223;60.299148
FRA;France;Mature economies;1998;9;6.0299148;18782;60.299148
FRA;France;Mature economies;1998;10;6.0299148;30410;60.299148
FRA;France;Mature economies;2003;1;6.2242266;4635;62.242266
FRA;France;Mature economies;2003;2;6.2242266;7014;62.242266
FRA;France;Mature economies;2003;3;6.2242266;8506;62.242266
FRA;France;Mature economies;2003;4;6.2242266;10038;62.242266
FRA;France;Mature economies;2003;5;6.2242266;11544;62.242266
FRA;France;Mature economies;2003;6;6.2242266;13255;62.242266
FRA;France;Mature economies;2003;7;6.2242266;15271;62.242266
FRA;France;Mature economies;2003;8;6.2242266;17806;62.242266
FRA;France;Mature economies;2003;9;6.2242266;21798;62.242266
FRA;France;Mature economies;2003;10;6.2242266;36281;62.242266
FRA;France;Mature economies;2008;1;6.4370515;5138;64.370515
FRA;France;Mature economies;2008;2;6.4370515;7626;64.370515
FRA;France;Mature economies;2008;3;6.4370515;9451;64.370515
FRA;France;Mature economies;2008;4;6.4370515;10991;64.370515
FRA;France;Mature economies;2008;5;6.4370515;12513;64.370515
FRA;France;Mature economies;2008;6;6.4370515;14316;64.370515
FRA;France;Mature economies;2008;7;6.4370515;16389;64.370515
FRA;France;Mature economies;2008;8;6.4370515;19166;64.370515
FRA;France;Mature economies;2008;9;6.4370515;23591;64.370515
FRA;France;Mature economies;2008;10;6.4370515;43111;64.370515
FSM;Micronesia, Fed. Sts.;Other Asia;1998;1;0.0107605;70;0.107605
FSM;Micronesia, Fed. Sts.;Other Asia;1998;2;0.0107605;202;0.107605
FSM;Micronesia, Fed. Sts.;Other Asia;1998;3;0.0107605;354;0.107605
FSM;Micronesia, Fed. Sts.;Other Asia;1998;4;0.0107605;528;0.107605
FSM;Micronesia, Fed. Sts.;Other Asia;1998;5;0.0107605;739;0.107605
FSM;Micronesia, Fed. Sts.;Other Asia;1998;6;0.0107605;1005;0.107605
FSM;Micronesia, Fed. Sts.;Other Asia;1998;7;0.0107605;1362;0.107605
FSM;Micronesia, Fed. Sts.;Other Asia;1998;8;0.0107605;1898;0.107605
FSM;Micronesia, Fed. Sts.;Other Asia;1998;9;0.0107605;2882;0.107605
FSM;Micronesia, Fed. Sts.;Other Asia;1998;10;0.0107605;8055;0.107605
GAB;Gabon;Sub-Saharan Africa;2003;1;0.1317484;465;1.317484
GAB;Gabon;Sub-Saharan Africa;2003;2;0.1317484;645;1.317484
GAB;Gabon;Sub-Saharan Africa;2003;3;0.1317484;822;1.317484
GAB;Gabon;Sub-Saharan Africa;2003;4;0.1317484;1002;1.317484
GAB;Gabon;Sub-Saharan Africa;2003;5;0.1317484;1199;1.317484
GAB;Gabon;Sub-Saharan Africa;2003;6;0.1317484;1422;1.317484
GAB;Gabon;Sub-Saharan Africa;2003;7;0.1317484;1700;1.317484
GAB;Gabon;Sub-Saharan Africa;2003;8;0.1317484;2086;1.317484
GAB;Gabon;Sub-Saharan Africa;2003;9;0.1317484;2745;1.317484
GAB;Gabon;Sub-Saharan Africa;2003;10;0.1317484;5940;1.317484
GBR;United Kingdom;Mature economies;1988;1;5.6928328;1866;56.928328
GBR;United Kingdom;Mature economies;1988;2;5.6928328;4178;56.928328
GBR;United Kingdom;Mature economies;1988;3;5.6928328;5305;56.928328
GBR;United Kingdom;Mature economies;1988;4;5.6928328;6205;56.928328
GBR;United Kingdom;Mature economies;1988;5;5.6928328;7211;56.928328
GBR;United Kingdom;Mature economies;1988;6;5.6928328;8324;56.928328
GBR;United Kingdom;Mature economies;1988;7;5.6928328;9557;56.928328
GBR;United Kingdom;Mature economies;1988;8;5.6928328;11239;56.928328
GBR;United Kingdom;Mature economies;1988;9;5.6928328;13674;56.928328
GBR;United Kingdom;Mature economies;1988;10;5.6928328;22217;56.928328
GBR;United Kingdom;Mature economies;1993;1;5.7718616;2710;57.718616
GBR;United Kingdom;Mature economies;1993;2;5.7718616;4614;57.718616
GBR;United Kingdom;Mature economies;1993;3;5.7718616;5804;57.718616
GBR;United Kingdom;Mature economies;1993;4;5.7718616;7001;57.718616
GBR;United Kingdom;Mature economies;1993;5;5.7718616;8164;57.718616
GBR;United Kingdom;Mature economies;1993;6;5.7718616;9638;57.718616
GBR;United Kingdom;Mature economies;1993;7;5.7718616;11445;57.718616
GBR;United Kingdom;Mature economies;1993;8;5.7718616;13826;57.718616
GBR;United Kingdom;Mature economies;1993;9;5.7718616;17487;57.718616
GBR;United Kingdom;Mature economies;1993;10;5.7718616;30179;57.718616
GBR;United Kingdom;Mature economies;1998;1;5.848714;3057;58.48714
GBR;United Kingdom;Mature economies;1998;2;5.848714;5312;58.48714
GBR;United Kingdom;Mature economies;1998;3;5.848714;6862;58.48714
GBR;United Kingdom;Mature economies;1998;4;5.848714;8154;58.48714
GBR;United Kingdom;Mature economies;1998;5;5.848714;9583;58.48714
GBR;United Kingdom;Mature economies;1998;6;5.848714;11168;58.48714
GBR;United Kingdom;Mature economies;1998;7;5.848714;13021;58.48714
GBR;United Kingdom;Mature economies;1998;8;5.848714;15232;58.48714
GBR;United Kingdom;Mature economies;1998;9;5.848714;18750;58.48714
GBR;United Kingdom;Mature economies;1998;10;5.848714;33113;58.48714
GBR;United Kingdom;Mature economies;2003;1;5.9566259;3943;59.566259
GBR;United Kingdom;Mature economies;2003;2;5.9566259;6873;59.566259
GBR;United Kingdom;Mature economies;2003;3;5.9566259;8683;59.566259
GBR;United Kingdom;Mature economies;2003;4;5.9566259;10362;59.566259
GBR;United Kingdom;Mature economies;2003;5;5.9566259;12143;59.566259
GBR;United Kingdom;Mature economies;2003;6;5.9566259;14161;59.566259
GBR;United Kingdom;Mature economies;2003;7;5.9566259;16687;59.566259
GBR;United Kingdom;Mature economies;2003;8;5.9566259;20066;59.566259
GBR;United Kingdom;Mature economies;2003;9;5.9566259;25270;59.566259
GBR;United Kingdom;Mature economies;2003;10;5.9566259;49103;59.566259
GBR;United Kingdom;Mature economies;2008;1;6.1393521;5425;61.393521
GBR;United Kingdom;Mature economies;2008;2;6.1393521;8812;61.393521
GBR;United Kingdom;Mature economies;2008;3;6.1393521;11224;61.393521
GBR;United Kingdom;Mature economies;2008;4;6.1393521;13157;61.393521
GBR;United Kingdom;Mature economies;2008;5;6.1393521;15227;61.393521
GBR;United Kingdom;Mature economies;2008;6;6.1393521;17485;61.393521
GBR;United Kingdom;Mature economies;2008;7;6.1393521;20130;61.393521
GBR;United Kingdom;Mature economies;2008;8;6.1393521;23774;61.393521
GBR;United Kingdom;Mature economies;2008;9;6.1393521;29434;61.393521
GBR;United Kingdom;Mature economies;2008;10;6.1393521;52257;61.393521
GEO;Georgia;Russia, C. Asia, SE Europe;1998;1;0.44873;364;4.4873
GEO;Georgia;Russia, C. Asia, SE Europe;1998;2;0.44873;640;4.4873
GEO;Georgia;Russia, C. Asia, SE Europe;1998;3;0.44873;833;4.4873
GEO;Georgia;Russia, C. Asia, SE Europe;1998;4;0.44873;1018;4.4873
GEO;Georgia;Russia, C. Asia, SE Europe;1998;5;0.44873;1217;4.4873
GEO;Georgia;Russia, C. Asia, SE Europe;1998;6;0.44873;1436;4.4873
GEO;Georgia;Russia, C. Asia, SE Europe;1998;7;0.44873;1691;4.4873
GEO;Georgia;Russia, C. Asia, SE Europe;1998;8;0.44873;2027;4.4873
GEO;Georgia;Russia, C. Asia, SE Europe;1998;9;0.44873;2543;4.4873
GEO;Georgia;Russia, C. Asia, SE Europe;1998;10;0.44873;4604;4.4873
GEO;Georgia;Russia, C. Asia, SE Europe;2003;1;0.43289;256;4.3289
GEO;Georgia;Russia, C. Asia, SE Europe;2003;2;0.43289;415;4.3289
GEO;Georgia;Russia, C. Asia, SE Europe;2003;3;0.43289;562;4.3289
GEO;Georgia;Russia, C. Asia, SE Europe;2003;4;0.43289;706;4.3289
GEO;Georgia;Russia, C. Asia, SE Europe;2003;5;0.43289;854;4.3289
GEO;Georgia;Russia, C. Asia, SE Europe;2003;6;0.43289;1019;4.3289
GEO;Georgia;Russia, C. Asia, SE Europe;2003;7;0.43289;1217;4.3289
GEO;Georgia;Russia, C. Asia, SE Europe;2003;8;0.43289;1486;4.3289
GEO;Georgia;Russia, C. Asia, SE Europe;2003;9;0.43289;1934;4.3289
GEO;Georgia;Russia, C. Asia, SE Europe;2003;10;0.43289;3698;4.3289
GEO;Georgia;Russia, C. Asia, SE Europe;2008;1;0.43837;271;4.3837
GEO;Georgia;Russia, C. Asia, SE Europe;2008;2;0.43837;450;4.3837
GEO;Georgia;Russia, C. Asia, SE Europe;2008;3;0.43837;616;4.3837
GEO;Georgia;Russia, C. Asia, SE Europe;2008;4;0.43837;775;4.3837
GEO;Georgia;Russia, C. Asia, SE Europe;2008;5;0.43837;942;4.3837
GEO;Georgia;Russia, C. Asia, SE Europe;2008;6;0.43837;1125;4.3837
GEO;Georgia;Russia, C. Asia, SE Europe;2008;7;0.43837;1346;4.3837
GEO;Georgia;Russia, C. Asia, SE Europe;2008;8;0.43837;1646;4.3837
GEO;Georgia;Russia, C. Asia, SE Europe;2008;9;0.43837;2149;4.3837
GEO;Georgia;Russia, C. Asia, SE Europe;2008;10;0.43837;4248;4.3837
GHA;Ghana;Sub-Saharan Africa;1988;1;1.4010951;166;14.010951
GHA;Ghana;Sub-Saharan Africa;1988;2;1.4010951;238;14.010951
GHA;Ghana;Sub-Saharan Africa;1988;3;1.4010951;303;14.010951
GHA;Ghana;Sub-Saharan Africa;1988;4;1.4010951;364;14.010951
GHA;Ghana;Sub-Saharan Africa;1988;5;1.4010951;428;14.010951
GHA;Ghana;Sub-Saharan Africa;1988;6;1.4010951;498;14.010951
GHA;Ghana;Sub-Saharan Africa;1988;7;1.4010951;581;14.010951
GHA;Ghana;Sub-Saharan Africa;1988;8;1.4010951;694;14.010951
GHA;Ghana;Sub-Saharan Africa;1988;9;1.4010951;881;14.010951
GHA;Ghana;Sub-Saharan Africa;1988;10;1.4010951;1626;14.010951
GHA;Ghana;Sub-Saharan Africa;1993;1;1.6105502;163;16.105502
GHA;Ghana;Sub-Saharan Africa;1993;2;1.6105502;228;16.105502
GHA;Ghana;Sub-Saharan Africa;1993;3;1.6105502;289;16.105502
GHA;Ghana;Sub-Saharan Africa;1993;4;1.6105502;350;16.105502
GHA;Ghana;Sub-Saharan Africa;1993;5;1.6105502;414;16.105502
GHA;Ghana;Sub-Saharan Africa;1993;6;1.6105502;485;16.105502
GHA;Ghana;Sub-Saharan Africa;1993;7;1.6105502;574;16.105502
GHA;Ghana;Sub-Saharan Africa;1993;8;1.6105502;692;16.105502
GHA;Ghana;Sub-Saharan Africa;1993;9;1.6105502;894;16.105502
GHA;Ghana;Sub-Saharan Africa;1993;10;1.6105502;1752;16.105502
GHA;Ghana;Sub-Saharan Africa;1998;1;1.8281112;168;18.281112
